adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/6TKSzOd1izqFbJ0mTQTc8FaA9m7.jpg,"[10402, 99]",1612063,en,Twenty One Pilots: More Than We Ever Imagined,"Experience the electrifying concert film capturing Twenty One Pilots at a career-defining moment: their monumental Mexico City headline show, performing in front of 65,000 fans at Estadio GNP Seguros during The Clancy World Tour.  Set against the vibrant pulse of one of the world’s most iconic music capitals, the film blends cinematic high-energy performance footage with intimate, behind-the-scenes access, revealing the heart, humor, and humanity of the artists as they prepare for one of the biggest shows of their career.",1.3497,/4awhWx8MOS6bQhzbicXRFdyFDIG.jpg,2026-02-25,Twenty One Pilots: More Than We Ever Imagined,False,0.0,0
False,/iVk7ZdlIQxJKrpm0HU0CkqlNPGD.jpg,[18],1309735,ar,كان ياما كان في غزة,"In 2007, Yahya works at his friend Osama’s falafel shop in Gaza, which doubles as a drug dealing front. His entanglement leads him to witness a terrible crime. A couple years later, Gaza’s Ministry of Culture randomly chooses Yahya to star in a TV series that highlights martyrs and heroes of the resistance. As conflict simmers in the distance, Yahya unexpectedly receives real weapons, heightening the stakes as the show provides him with an opportunity to confront the perpetrator of the offense that changed his life.",1.4625,/pUaPcVkkO3WZSbCusXhvu4u5bpT.jpg,2025-06-25,Once Upon a Time in Gaza,False,5.1,11
False,/kF5AeKG5XIZkAXY0kRgm57qEbJI.jpg,"[18, 9648, 10749]",5165,it,L'avventura,"Claudia and Anna join Anna's lover, Sandro, on a boat trip to a remote volcanic island. When Anna goes missing, a search is launched. In the meantime, Sandro and Claudia become involved in a romance despite Anna's disappearance, though the relationship suffers from guilt and tension.",2.1073,/7kUXAS8K7Ihw1T1mhARjnLuMVk3.jpg,1960-09-14,L'Avventura,False,7.537,741
False,/6xu3IyWOqSVxZE0S3jPxVz3A1Bt.jpg,"[18, 10752]",1356454,zh,得闲谨制,"A group of Chinese refugees and straggler soldiers, led by a machinist, defend their mountain town, ""Gezhi,"" against a surprise attack by Japanese reconnaissance troops in a desperate fight using civilian ingenuity against a trained military force.",1.3133,/9XzunbcYyK4SbLapZohP4Svi5ff.jpg,2025-12-06,Gezhi Town,False,3.6,13
False,,[18],1327690,en,One Mile: Chapter Two,"Former special forces operative Danny is forced back onto a remote island when a violent, secretive community takes revenge by abducting his daughter Alex, launching a relentless hunt against enemies prepared for his every move.",1.6137,,2026-02-27,One Mile: Chapter Two,False,0.0,0
False,/sAREV5fMmVL4zOIOIopyiknQf26.jpg,"[18, 878, 35]",1008376,en,www.RachelOrmont.com,Rachel doesn't realize she has grown up in captivity working for an advertising agency where her job is to assess Mommy 6.0 - her favorite pop star.,1.2384,/tBVAXFf8rnrYvKmrWm1IVC7X4i4.jpg,2025-12-19,www.RachelOrmont.com,False,7.0,1
False,/oOHnDlv8UBEuyHJRffksm9hNxLd.jpg,"[27, 53, 14]",1391847,en,Gale: Yellow Brick Road,"Dorothy Gale’s granddaughter Emily is tormented by visions, disjointed dreams, and an unshakable sense that reality itself is unraveling. As these disturbances mount, she's drawn toward a shadow world-a dark and magical realm that shouldn't exist. Through chilling encounters and surreal revelations, Emily stumbles into the long-buried legacy of Oz—now a place of ruin, tragedy, and unspeakable horrors.",1.238,/VjnGCwc2fWzQwNEz76QN9qUPz8.jpg,2026-02-11,Gale: Yellow Brick Road,False,0.0,0
False,/kgz5mxoIMIx9DORgo23q5SMHmsw.jpg,[35],1073588,fr,Deux femmes en or,"Violette and Florence no longer understand what is happening to them. Respectively, on maternity leave and off work, one is on edge, the other no longer feels anything. The neighbors are both filled with a feeling of failure: despite their careers and families, they are not happy. Florence's first infidelity will be a revelation. What if happiness was rebelling against our rigid society of performance? In a context where having fun is very low on the list of priorities, sleeping with a delivery guy is perhaps downright revolutionary. For Violette and Florence, it will be the breath of fresh air they were hoping for.",1.5594,/4TCAsaSIUTLNRfzGIYsmiyBW3E9.jpg,2025-05-30,Two Women,False,5.9,7
False,/nIgltDDEmy1N47VO4pQAFEPPWQq.jpg,"[27, 18]",1313253,es,No Salgas,"After her girlfriend's death, Liz hides her true self until a weekend trip awakens forbidden desires. When her sexuality is exposed, paranoia and violence consume the group as her secret becomes deadly.",1.1514,/a9O2HKHoxfDyUJ19TVXiLanxUk9.jpg,2026-02-14,Don't Come Out,False,0.0,0
False,/twlPTuvhLawBLDjzDgIUjk8ONUJ.jpg,[],1477377,en,Real Couples,"Me and my girl fight a lot, it’s honestly why I’m in therapy. Is every couple like this or are my friends better than me?",1.1689,/oI33R83uOQ3MJf3vF0rH9O4LvLX.jpg,2026-02-13,Real Couples,False,0.0,0
False,,"[18, 10752]",1469513,ru,Малыш,An apolitical rapper from Donetsk volunteers to go to Mariupol to rescue his mother from the besieged city.,1.0539,,2026-02-26,Малыш,False,0.0,0
False,/atWzbjlDkfbkh4mdY3uuiF9vr3r.jpg,"[10749, 18]",1268609,ko,파반느,"Three closed-off people working near a department store slowly open up, becoming each other’s light through self-discovery and love.",1.3394,/wOXc8stx1CLvM6GC0ABKfWOkbYw.jpg,2026-02-20,Pavane,False,0.0,0
False,/26jdW1jUZ4RBRqhDx53oqSpXfoR.jpg,"[53, 18]",1163940,id,Air Mata Buaya,An overbearing mother who lives with her son in a secluded crocodile farm spirals out of control when her son sees the outside world and falls for a girl for the first time.,0.9093,/5Uwj7hXQodtuiqmKuNNuQfvu7Ia.jpg,2026-02-26,Crocodile Tears,False,0.0,0
False,,"[27, 53]",1206628,en,The Third Parent,A neighborhood Fourth of July celebration is interrupted by a ferociously bizarre anomaly who overpowers a family in order to teach them how to become better people and more compliant citizens.,1.3386,/p8o3dtzoN5pkkm0oWxu4PuAzOjp.jpg,2026-02-20,The Third Parent,False,0.0,0
False,/cZoApmWsSavZX8sSp1R9nAIg2LS.jpg,"[10402, 16]",1154800,ja,ラブライブ！虹ヶ咲学園スクールアイドル同好会 完結編 第2章,The second in the trilogy of Love Live! Nijigasaki Gakuen School Idol Doukoukai films that continues the story beyond season two and the OVA.,0.9904,/bJa5yhBmzJTke6LCmfbwp26ydlZ.jpg,2025-11-07,Love Live! Nijigasaki High School Idol Club Final Chapter Part 2,False,9.0,1
False,/b0UjEy4bsJObR0ulfASaiWTcodO.jpg,"[16, 10751, 14, 12]",1280405,th,Out of the Nest,"Teenage delivery boy Arthur the Goat wants nothing more than to be Castilia's greatest barber. When the royal fledglings are taken, it falls to Arthur to rescue them and save the kingdom, but first he must discover his own past.",1.165,/wko3GEAMPbOYpH0COlQhLDZOqbw.jpg,2024-09-05,Out of the Nest,False,7.0,3
False,,"[35, 10749]",1000132,fr,Quartier libre,,1.0337,/dSOI2Cd0WSqExACw9ozsK28uQq6.jpg,2026-02-25,Quartier libre,False,0.0,0
False,/aJM7KIdC5mNPjqKp8NdwvzyHceS.jpg,[18],1462735,ja,旅と日々,"In summer, Nagisa and Natsuo meet by the sea. Their vacant gazes reflect each other as they exchange awkward words and wade into the rain-drenched ocean. In winter, Li, a screenwriter, travels to a snow-covered village. There, she finds a guesthouse run by Benzo.",1.2274,/peOymUmbUL3e3x3DJLDNpHbNFNW.jpg,2025-11-07,"Two Seasons, Two Strangers",False,7.8,5
False,/5fyk6UceLWI7cFvXkxaBkAlJZqj.jpg,"[35, 10749, 14]",1368576,pt,Trago Seu Amor,"A romantic comedy centered on Mia, a self-centered witch with an unusual power: anyone who kisses her either falls in love with her or falls back in love with the last person they loved. During one of her rounds, Mia encounters Yuri, who is heartbroken after breaking up with René. But when the witch convinces him to see her work, something unexpected happens — Mia falls in love with the young man’s ex-girlfriend.",0.9398,/ajTKb7lAM19IHcq4huWDigLO6t0.jpg,2026-02-19,Trago Seu Amor,False,0.0,0
False,/aSeY6T4sgFX75Zi6IErIj2QUj7Y.jpg,"[53, 10749, 12]",1446616,hi,तू या मैं,"Two content creators get stuck in an empty pool and must fight for their survival against a ferocious, blood-thirsty creature.",1.4123,/nUPnA0I1MTaZRVCsUQc5DS5JA8W.jpg,2026-02-13,Tu Yaa Main,False,0.0,0
False,/mbBHOz1EJThzDHYJ6gWhL8kbC00.jpg,"[16, 18, 80]",1294972,ja,ホウセンカ,"An elderly inmate serving a life sentence awaits a lonely death in his solitary cell—until a voice calls out to him. It belongs to a balsam flower, Housenka, that speaks like a human. Through their ""conversation"", the old man begins to reflect on the life he's led.",1.3179,/z7PIE0csUmOoseWwR9ANaqoYDRo.jpg,2025-10-10,The Last Blossom,False,8.0,5
False,,"[35, 53, 878]",1444032,ml,മസ്തിഷ്ക്ക മരണം,,1.0694,/tC6dhwbZ7LDCx9RyDNiPOaLvMId.jpg,2026-02-27,Masthishka Maranam,False,0.0,0
False,/h6tGwt2luW8keksY677qCxyFxTZ.jpg,"[18, 35]",1462229,zh,飞驰人生3,"Bearing the glory of being the ""King of Bayanbulak,"" Zhang Chi once again embarks on his racing journey, aiming not only to win the race but also to achieve something beyond the competition itself.",1.1144,/4AHYWDA0HQQNT65pCpr7mLaZ6et.jpg,2026-02-17,Pegasus 3,False,0.0,0
False,/8qSFFK9AcMl2Ecp249f5J3Nr8MK.jpg,"[16, 28, 35]",1530941,ja,新劇場版 銀魂 -吉原大炎上-,"Upon meeting a young boy named Haruta who makes a living as a pickpocket, Gintoki discovers that he is pickpocketing out of a desire to meet his long-lost mother, Hiwa, Yoshiwara's number one courtesan. Gintoki and his friends venture to Yoshiwara to fulfill Haruta's wish, but standing in their way is Housen, the Night King who rules Yoshiwara.",1.1982,/5F7YrauGDP2tbzz84KKwji2MB3e.jpg,2026-02-13,Shin-Gekijōban Gintama: Yoshiwara Daienjō,False,0.0,0
False,/iVqXcSZs4ye2HTROwUYQgy3Dx7c.jpg,[99],1098534,en,Orwell: 2+2=5,"George Orwell was one of the most visionary authors of the 20th century, whose novels 1984 and Animal Farm foretold a chilling, authoritarian future. Acclaimed director Raoul Peck interweaves clips, readings from Orwell's diary, cinematic references, and modern-day footage to craft not only a portrait of the writer, but a fresh take on how prophetic his work has become.",1.1586,/qG1LjcK8ohi4mSJ9j8KHUs5svbe.jpg,2025-10-03,Orwell: 2+2=5,False,7.5,12
False,/jPw5w0FFVc83POeiefZyuEj4Zsl.jpg,"[18, 10749]",11599,zh,苏州河,"After getting out of prison, small-time crook Mardar stumbles upon a woman who looks exactly like his long-lost lover, who he attempted to kidnap 3 years ago.",1.5198,/npmg7vTFvmFmxZsiThHFwWE86hA.jpg,2000-04-04,Suzhou River,False,7.2,164
False,/rbzbXiusRE5rliV7uIIajq22fQU.jpg,[99],1477503,en,Floodland,"A deeply moving story of love and loss set in the northern NSW town of Lismore, Australia’s most flooded postcode and site of the nation’s most costly climate disaster.",1.0458,/7JYMJDaO97wt8bgm4OorUX2YLcN.jpg,2026-02-26,Floodland,False,0.0,0
False,/eZlXMOuw100R0JCMHu8UPSa5jrF.jpg,"[18, 9648, 80, 53]",1056494,es,Narciso,"Paraguay, 1958. The charismatic Narciso returns from Buenos Aires with rock ’n’ roll in his veins. Under the suffocating military regime, he becomes a music sensation and a symbol of freedom. But then, after his final show, he is found dead…",1.1455,/vbNx8cMCYtuYJzoFlOMBsUW5kG3.jpg,2026-02-17,Narciso,False,0.0,0
False,/1gLFGrxHqQebqLWpISmoFR6XWtJ.jpg,"[28, 53]",1088434,en,Hellfire,A drifter with a mysterious past arrives in a small town and finds the residents in the grip of a ruthless crime boss and realizes he has to help them.,1.0622,/hbWXanh8gB3O1dFsdWH5jd7epDL.jpg,2026-02-17,Hellfire,False,0.0,0
False,/7ftWLrXsdOPMQGOFlMplaBJbsqA.jpg,[18],1399462,es,Calle Málaga,"Maria Angeles, a 79-year-old Spanish woman, lives alone in Tangier, Morocco, and enjoys her daily routine. However, her life is turned upside down when her daughter arrives from Madrid to sell the apartment in which she has always lived. Determined to stay, she does everything she can to get her home and her belongings back and, unexpectedly, rediscovers love and sensuality.",0.7811,/fWagBXNDk44UaupYtwQOAvDwGiT.jpg,2025-10-31,Calle Málaga,False,7.0,2
False,/5QF8Zmx8zTGtdTLfDD1OdoYXkll.jpg,[18],1326036,en,Addition,"Numbers are everything to Grace Lisa Vandenburg. The life of Grace, a Melbourne-based mathematician, is largely governed by her arithmomania, an obsessive-compulsive need to count (three times to ensure accuracy) everything from the poppy seeds on her cake to the bristles on her toothbrush. In a chaotic, sometimes tragic, and constantly changing world, Grace’s preoccupation gives her a sense of order and control. And she does her best to lead a “normal” life, spending time with her mother and sister, her beloved niece Larry… and a manifestation of the late inventor and engineer Nikola Tesla who is Grace’s closest confidante.",1.1138,/psglZHima9p19Bz9UStWGnm9ZCk.jpg,2026-01-29,Addition,False,5.0,1
False,/5qKiUPDrGOSmRKBlcpmY7OwPR0a.jpg,"[18, 35]",1309725,fr,La Femme la plus riche du monde,An elderly billionaire woman gives hundreds of millions of euros to a younger gay artist she is close to. Her daughter files a complaint for abuse of a vulnerable person and a scandal erupts.,1.2904,/sxaMtiQLgUhMbvuSxNo5BZZ7EVs.jpg,2025-10-29,The Richest Woman in the World,False,5.9,87
False,/qfx7A90iIKMUc4VhIRZhNzU6iTY.jpg,"[99, 10402]",1400381,en,"It's Never Over, Jeff Buckley","Rising musician Jeff Buckley had only released one album when he died suddenly in 1997. Now, never-before-seen footage, exclusive voice messages, and accounts from those closest to him offer a portrait of the captivating singer.",0.8559,/rrKe8bC6UKFKvfZHvbwA9Bq5hkR.jpg,2025-08-08,"It's Never Over, Jeff Buckley",False,7.9,18
False,,[18],1281195,en,Truly Naked,"An introverted teen Alec, who has only ever experienced sex through the lens while working for his father’s pornography business, must step out from behind the camera when a feisty classmate challenges him to embrace a real connection.",0.9588,/h3X0RpqWMKQMATidWsgmPGPBZpI.jpg,2026-02-16,Truly Naked,False,0.0,0
False,/esHMpy4lQQ9ngpp3l4JTVMNGs45.jpg,"[18, 10749]",961077,fr,La Petite Dernière,"Fatima, 17, the youngest of three daughters, treads carefully as she searches for her own path, grappling with emerging desires, her attraction to women, and her loyalty to her caring French-Algerian family. Starting university in Paris, she dates, makes friends, and explores a whole new world, all while confronting a timeless and heartrending dilemma: How can one stay true to oneself when reconciling different parts of one’s identity feels impossible?",1.3893,/1KpM3v14D5SBEKYvveqYJZvn3BC.jpg,2025-10-22,The Little Sister,False,6.938,65
False,,[35],1580920,tr,Olay Para,,0.9651,/y79sjTsGgYy53WccSn0ESZgmRMn.jpg,2026-02-13,Olay Para,False,0.0,0
False,/ccQ9abrYHA0aDmaZGqZ1zDaaUem.jpg,[18],1510325,it,Gioia mia,"A reluctant summer together transforms into an enchanting adventure when a young boy discovers his aunt's mysterious Sicilian house holds secrets and, perhaps, ancient spirits lurking within its walls.",1.1301,/7N4QlTDnw0NfF9B6kKfG1O9zU35.jpg,2025-12-11,Sweetheart,False,6.5,3
False,/2UO0hFKCrSMvYFF7R6TB4pBan9g.jpg,[35],1517305,en,The Napa Boys,"Jack Jr, Miles Jr and the whole gang are back for one last wine-soaked journey prompted by the mysterious ""Sommelier."" Joined this time by Puck, a fan of The Napa Boys comics, the group will learn about love, loss, friendship and viticulture.",1.5256,/1JeYOqNB3jlMLT1uZxKvk3WYqsw.jpg,2026-02-27,The Napa Boys,False,0.0,0
False,/aUoZx5eljCac6fhKK4dafIvTYDY.jpg,[99],1309373,fr,Le Chant des forêts,"In the heart of the tranquil Vosges forests, where lynxes, bears and deer roam freely, Vincent Munier accompanies his father on his expeditions. He not only seeks to capture the visual wonders of this forest kingdom, but also aims to make its sounds audible. Every whisper of the forest is a reminder of the knowledge of nature that his father once imbued in him – knowledge that Vincent now passes on to his own son. Vincent Munier combines breathtaking footage of nature and its sounds to create a fairytale-like cinematic experience that slows time down.",1.1854,/5rcsd0iGbsQ6DFTI3HclJPJzY9K.jpg,2025-12-17,Whispers in the Woods,False,7.841,41
False,/ApvEXB4XrrsgUHFlKDG1Z1V3MWC.jpg,"[10749, 18]",1241693,hi,दो दीवाने शहर में,"Two socially awkward millennials in Mumbai find love while struggling with self-acceptance. As they battle insecurities and societal pressure, their journey takes them from city chaos to mountain serenity.",0.8736,/p8yPjT9NAH87oD9TedclRaAW7RY.jpg,2026-02-20,Do Deewane Seher Mein,False,0.0,0
False,/yNpI4FppoDuhxpnTeq2GT64BayO.jpg,"[18, 35]",1483055,pl,Piep*zyć Mickiewicza 3,,1.0663,/5x7qmgrysjKTVHGc2zT81yD2g3T.jpg,2026-02-13,Screw Mickiewicz 3,False,0.0,0
False,,[27],1537268,en,Black Goat,"In the mysterious town of Blackwood Falls, a young environmental engineer investigates a plague affecting local livestock. He uncovers horrifying secrets tied to cult sacrifices and a demonic entity, known as The Black Goat of the Woods.",0.8987,/libh8I8DkEu4tDgY6MD7UXVQggp.jpg,2026-02-20,Black Goat,False,0.0,0
False,/aqqWBra41hG68Z1WuO8e5KhUUzf.jpg,"[18, 35]",1434751,pt,Isabel,"Isabel, a sommelière in São Paulo, dreams of escaping her boss and opening her own bar. When plans don’t go as expected, she must decide whether to halt everything or take bold steps to uncork her fate on her own terms.",0.8503,/jPzqseelnalHf5xFiGS2fBZ2fJ8.jpg,2026-02-16,Isabel,False,0.0,0
False,/b42Bl98YTcIOdJJJTTNuhnpmDla.jpg,"[16, 12, 35, 10751]",814795,en,Pierre the Pigeon-Hawk,"Set in NYC, the musically driven comedy centers on Pierre, born as a product of forbidden love between a hawk and a pigeon. Pierre is rejected by both communities. Tired of not fitting in, Pierre sets out on a mission to discover where he truly belongs.",1.1185,/qtIRpeHsykqr0TE4YXZUW1pvlKb.jpg,2026-02-11,Pierre the Pigeon-Hawk,False,0.0,0
False,/pSvZcHQtgwCmyUrR265AHbmi5x9.jpg,[18],1430386,fa,زن و بچه,"Mahnaz, a 40-year-old widowed nurse, struggles with her rebellious son, Aliyar, who has been suspended from school. Family tensions reach a peak during the betrothal ceremony with her new boyfriend Hamid, and a tragic accident occurs. In the aftermath, Mahnaz will be forced to confront betrayal and loss, and to embark on a quest for justice.",0.9938,/eBaDhJdJoP3exPqzqtSTfbJZquR.jpg,2025-07-23,Woman and Child,False,4.3,3
False,/A2iRBVV3u2LKfaF1ozEem1bUC7O.jpg,"[27, 53]",1495716,ko,귀신 부르는 앱: 영,"When the app is launched, a ghost appears. Developed by four young adults, the app becomes the centerpiece of a livestream where they venture into a supposedly haunted mountain to prove its authenticity—only to meet a grim fate. This chilling event kicks off Unlock, a horror anthology composed of seven short episodes. The series begins with App the horror, followed by The Night Bus, which unfolds on a long-distance bus; Ominous House, which features a ghost-conjuring ritual; The Collector, about the brutal fate of a man who watches an illegal video; Snuff Film, revolving around a vengeful director whose footage was censored; Sweat Home, where a woman's return to her family turns into a nightmare; Haunt, featuring a man paralyzed from head to toe who begins to see ghosts; and Dawn Call, about a group tasked with cleaning up a murder scene in the dead of night.",1.0204,/hksd0w4tSnlXZJSGhFras0kZRri.jpg,2026-02-18,App the Horror,False,0.0,0
False,/mA03GgESjKMCUAiCywyx6I7kSZx.jpg,"[99, 10402]",1260643,en,Paul McCartney: Man on the Run,"Paul forms new band Wings after Beatles breakup. Archival home footage shows Paul's life with Linda, who influenced his music. Film follows Wings from formation through 1970s during which Paul wrote hit songs.",1.1573,/qX0hwcKvO3FNkI3JMBUnQ3wxKEI.jpg,2026-02-19,Paul McCartney: Man on the Run,False,0.0,0
False,/i9ptnJUIQkMqAe2XBDiFYDYEHn7.jpg,"[35, 18]",1602727,cn,夜王,"The once-glamourous Club EJ suddenly experiences a hostile takeover. Much like the nightclub industry, the glory days are over for the club’s manager, despite having stood tall in East Tsim Sha Tsui for decades. To make things worse, the club’s new CEO is none other than his cutthroat ex-wife.",1.0221,/eNeXDdsY02ZODAEUZayNZU7bPRd.jpg,2026-02-14,Night King,False,0.0,0
False,/6U0C2IRMu3csWOemIaHHqz2CaPi.jpg,"[36, 10752, 18, 28]",1528547,zh,暗杀1932,,0.8062,/jWnXwxQ8ddiwfTXtORID1HhAyWL.jpg,2025-08-12,Assassination: 1932,False,1.0,1
False,/giS515lAcBoDFFqiyBOlwvH7Xqy.jpg,[99],1535977,ko,"미스터김, 영화관에 가다","The first feature documentary directed by Kim Dong-ho, former festival director of the Busan International Film Festival, this film captures the present landscape of theaters and films across Asia through the eyes of a seasoned film professional. Now retired from public service, Kim travels with his camera to document the post-pandemic cinematic ecosystem, visiting theaters and film festivals in Korea, Japan, Taiwan, Indonesia, and beyond, and gathering memories and concerns from filmmakers along the way. Prominent figures like Lee Chang-dong, Park Chan-wook, Bong Joon-ho, Kore-eda Hirokazu, Tsai Ming-Liang, and Garin Nugroho eagerly share their thoughts on the fate of theaters and the future of cinema. What begins as a survey of the current state of theaters evolves into an emotional chronicle and an opportunity to reflect on the essence and sustainability of cinema.",0.9383,/9yLn2sLUbLvbCCRHShwN3pMjaIl.jpg,2026-02-19,Mr. Kim Goes to the Cinema,False,0.0,0
False,/cEwXOwQqdu5sCetsjNTMQSajdsl.jpg,"[14, 18]",1265316,ru,Сказка о царе Салтане,"One dark winter evening, the young tsar Saltan was lucky enough to find himself a tsarina from a simple Russian family. He was so impressed by the speech of the young charmer that he married her the same evening, and took her two sisters with him to the palace as servants. However, the treacherous girls do not share the happiness of their luckier sister and begin to plot. Saltan leaves for a long military campaign, during which the young queen gives birth to his son. The evil sisters write a dispatch to the tsar, where they brazenly lie about the child: they say, the queen gave birth to someone unknown, ""neither a son nor a daughter."" Saltan is upset, but orders to wait until his return. The sisters substitute the letter, and as a result, the girl and her son are sealed in a wooden barrel and thrown into the ocean in the best sadistic traditions.",0.9566,/7i1aQ0dkmJSxpBOqPFGEel5NB9Z.jpg,2026-02-12,The Tale of Tsar Saltan,False,0.0,0
False,/1lhJYCkWU5HnnRFEza8GuJOdfPz.jpg,"[80, 18, 53]",1435606,hi,अस्सी,An investigative courtroom drama based on the alarming statistic of nearly eighty sexual assault cases reported daily in India. In just one day. Every day.,0.7912,/wBs2SZKKaYZJDmq01maIjdZwUT0.jpg,2026-02-20,Assi,False,0.0,0
False,/cEKnZxnCBiFWNfVl8eTi73cZFCM.jpg,"[18, 35, 10402]",1277884,fr,Partir un jour,"Cécile is about to open her own gourmet restaurant, finally making her dream come true, when suddenly her father has a heart attack and she is called back to the village where she was born. Far from the hubbub of Paris life, she runs into her teenage crush. The memories come flooding back, destabilizing her certainties.",1.2498,/txzzgq2Rviv2Ljxnbh9Fy6gfDId.jpg,2025-05-13,Leave One Day,False,6.435,176
False,/6sBvIIGrkSVL1d5pLb2gtZgbM7W.jpg,"[27, 53]",1559061,id,Riba,"A young father, Sugi, once lived a peaceful life with his loving wife Rohmah, their two children Dimas and Bening, and his mother-in-law Lastri. Everything falls apart when Sugi gets trapped in a high-interest debt to a ruthless loan shark.  Under pressure and threats, Sugi gets involved in a dark ritual called “Getih Anak,” introduced by his old friend Muji. The ritual promises instant wealth, but every drop of blood spilled invites a real and binding curse. Soon, terrifying events begin to happen inside the house, haunting the whole family.  Not everything that looks easy brings blessing, and even a simple choice can have a heavy price. Now Sugi must face the consequences of his own fatal decision.",1.1109,/oolY3bqXCc4XhniiVJohCvuVN3c.jpg,2025-12-04,Riba,False,5.5,2
False,/n9dnPIb1PYJtAJeX9X8phyibJoI.jpg,"[35, 18]",1129557,ko,로비,"A CEO of a small tech company, Chang-wook, must win billions worth bid for National EV charger project against Gwang-woo, an ex-business partner who has thrived with lobbying after stealing Chang-wook's original technology. Discovering Gwang-woo's secret connection with the decision-maker Minister Cho, he plans his first-ever golf outing to win over the deal. Finally, the golf round day has come, but everything is not the way he planned. Scandal, betrayal and chase in this 18-hole round.",0.9654,/hJ1XNmBbNQtlcK61xZfpCAA0qCY.jpg,2025-04-02,Lobby,False,5.857,7
False,/vlxORWpjT3T0fE3bZKD6OBm6l4n.jpg,"[10402, 18]",1324842,ta,லக்கி,"A stray puppy's adventure transforms lives: helping a child heal, bringing a family together, and causing political mayhem while finding her way home.",1.1608,/2APpdngTfSjPnMgKQASdEbjAOgb.jpg,2026-02-20,Lucky,False,0.0,0
False,,[35],1528917,et,Säärane mulk,"Young Lydia, who has unexpectedly received two declarations of love from two different young men, travels to the countryside to visit good friends to put her heart in order. Instead of the hoped-for peace, however, she finds herself in a whirlwind of passionate events. The most beautiful girl in the village, Maie, is standing, just like her, between two suitors – the honest mulk Märt and the lying Ennu. Her heart is drawn to Märt, but her greedy father Peeter refuses to acknowledge Märt because of his old hatred for the mulks. Thus, Koidula's creative quest and the village's love affairs intertwine into one colorful story.",0.332,/8A6xaKLWcgxBwS7dMnXdaWs8bpp.jpg,2026-02-27,Säärane mulk,False,0.0,0
False,/p85WePH1z2IwIkeM11c5uPLmA5A.jpg,"[35, 878, 28]",1130875,en,Operation Taco Gary's,Two brothers uncover an alien invasion hidden inside a fast-food chain and must save Earth.,1.0741,/soKwdOugcT1XRVd7KpvTMSflz0D.jpg,2026-02-27,Operation Taco Gary's,False,0.0,0
False,,[18],1399253,pt,Nosso segredo,"A family drifts through their home in silence, struggling to rebuild their lives after a recent loss. Each mourns alone, until the youngest child reveals a secret that enables them to realise that they must come together with love and courage to defy grief.",0.8883,/qn1POyav0kLBMoCXYS4zV6HHDK1.jpg,2026-02-14,Our Secret,False,0.0,0
False,/uz4AQIFsC24qVoMrYRISLDqMHze.jpg,[35],1365378,fr,Le rêve américain,"In Amiens, Jérémy spends his days behind the counter of a video rental store, far from the American courts he admires on VHS tapes. Meanwhile, Bouna is busy cleaning at Orly Airport, with no Wi-Fi or clear prospects in sight. Nothing indicates that they’re destined to break into the highly competitive world of professional basketball, let alone carve out a place for themselves there.",0.7418,/uXGqYv2cahBG062OQ93oMqWQCs5.jpg,2026-02-18,The American Dream,False,0.0,0
False,/mSdaNfnszAhI14ZEJCJbz3vXSWD.jpg,"[35, 12]",1381151,en,Holy Days,"When young Brian discovers plans to close a convent of delightfully eccentric nuns, he sets off on a wild road trip across New Zealand to save them.",1.3836,/bQuH4CVkdKoHtOksYu8q4g3nsNa.jpg,2026-02-26,Holy Days,False,0.0,0
False,/r2xv634z0AaithXluAPTvQY96CS.jpg,[18],1393083,ko,내 이름은,"South Korea, 1998: While the country moves closer towards democracy, Young-oak remains at odds with his female-connotated name while attending a boy's school where the air is thick with testosterone. The young man is struggling to fit in and find a new name among corrupt teachers and the teenagers' violent power games, which are as subtle as they are extreme. Behind his mother Jeong-sun's seemingly unflappable exterior, a past long repressed is reemerging, which she is reluctant to face. Yet confrontation is unavoidable – and it leads back to the national tragedy surrounding the Jeju Uprising of April 3rd, 1948.",1.0753,/es4NOWmGNN5glTImUTVPh357LvH.jpg,2026-02-13,My Name,False,0.0,0
False,/khOuNCWIlYQyjmwg2NNC25qqmwQ.jpg,"[35, 10751]",1187294,es,¿Quién es quién?,"The Fuentes are not the best family in the world. But what family is it? Work, school and routine have plunged them into a spiral of disconnection that seems impossible to stop. However, everything changes when the youngest of the group, Valentina, makes a wish for her ninth birthday. The next day, all the members of the family wake up with their bodies swapped: The father is in his wife's body, the girl is trapped in the grandmother's body, the teenage twins are not themselves... Chaos takes over. the family and, desperate, they ask themselves: Who is who? While the family faces crazy situations and hilarious circumstances, the Fuentes must learn to get under each other's skin and trust each other to turn the situation around. Will they be able to return to their original bodies and get their lives back?",1.2113,/o4T0QAgm9bBWaU7kHWGD3o5b4M2.jpg,2024-12-05,¿Quién es quién?,False,5.75,22
False,/fZ6cXVESqUp2mq9NkYykrjz3EEG.jpg,[18],1418849,ko,그 자연이 네게 뭐라고 하니,"A young poet drops his girlfriend off at her parents' house and is amazed by its size. He bumps into her father, meets her mother and sister, and they all end up spending a long day together; fueled by conversation, food and libations.",0.727,/uGeXezCeU8oxJlA1p8xhAywCC2r.jpg,2025-05-14,What Does That Nature Say to You,False,7.0,8
