adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,,[],1620756,en,My Babysitter's a Vampire Parody,Parody of My Babysitter's a Vampire introduction,0.071,,2026-03-01,My Babysitter's a Vampire Parody,False,0.0,0
False,,"[18, 27, 10749]",1538296,es,De rojo te ves bien,,0.0352,/6b000TDBrxxOaWoCA6cAiUVTgEp.jpg,2026-02-14,De rojo te ves bien,False,0.0,0
False,,"[18, 878, 10751, 10749]",1404733,pt,Anatomia de um Relógio,,0.0604,,2026-02-24,Anatomy of a Clock,False,0.0,0
False,,[],1626331,en,Murphy’s Ranch,A routine pool-cleaning job leads two brothers into a hidden compound where curiosity quickly becomes a threat.,0.0311,/vdmDUBJoVh9novzTcIT10qD838Y.jpg,2026-02-20,Murphy’s Ranch,False,0.0,0
False,,[53],1620439,es,SIN SEÑAL,,0.0327,,2026-02-27,SIN SEÑAL,False,0.0,0
False,/oHyCGQqSy8yloFrqz4o0BZszbA1.jpg,[99],1628696,en,The Gades,A documentary series following the Melbourne Renegades WBBL and BBL teams in the 2025/26 season.,0.0502,/kBC2qx4GeZAjhoKMVvU3J3hXto2.jpg,2026-02-11,The Gades,False,0.0,0
False,/siifAFhxsc8hwn4lru4GtdQ5OkN.jpg,[18],1599784,de,Staatsschutz,"After surviving a racist attack, state prosecutor Seyo Kim takes her own case to court – confronting both the perpetrators and a justice system that turns a blind eye to right-wing extremism.",0.0431,,2026-02-15,Prosecution,False,0.0,0
False,/fIhjSoNE0h5XJm1PgIMo00cSjhp.jpg,[99],1628177,pt,Seu Mestre Mandou,,0.0429,/uyVTEkI3dwcwdtncTBXrgeUsCbj.jpg,2026-02-11,Seu Mestre Mandou,False,0.0,0
False,,[99],1616786,en,This Suffocating Now,"At a time when elements of fascisation are becoming ever more apparent, ever more pervasive, artist Vika Kirchenbauer takes a personal look at what is in the air in present-day Germany.",0.0495,,2026-02-15,This Suffocating Now,False,0.0,0
False,,[18],1614778,ar,يومان ما ولد,"A boy with extraordinary powers lives with his uncle in a Lebanese village where the noise of warplanes is a daily occurrence. As his uncle tries to train him to appear “normal”, the boy’s gift becomes impossible to contain.",0.0357,,2026-02-14,Someday a Child,False,0.0,0
False,/wFBA2wFWWow2TVb1nIs62yu3tBX.jpg,[99],1579992,en,"The Ultimate Hilda Iceberg - Episode 2 ""The Middle""","The next 3 tiers of the iceberg, it only gets deeper from here.",0.0357,/9Wj8cOGQJ9MoTV2x1TylycICrGC.jpg,2026-02-14,"The Ultimate Hilda Iceberg - Episode 2 ""The Middle""",False,0.0,0
False,/f2LEmiv0cPjWjHsOxKyNzjw1yuh.jpg,[27],1624353,en,Bleederville,"All the monsters you can’t believe are true lurk where you live, the beasts and ghouls and demons have moved to the suburbs. Your toes will curl, your spine will tingle, and the streets will run with blood. Welcome to Bleederville.",0.0422,/omnV1lorNUPJJJFGbYQCAoMleGC.jpg,2026-02-28,Bleederville,False,0.0,0
False,,[],1626341,en,I AM,"Ijeoma Iloputaife’s filmic poem attesting to autonomy, spiritual expansiveness, spacetime and belief in one’s self reflects on life over the sounds of Fela and the Africa 70 while luxuriating in the aesthetic beauties of nature.",0.042,,2026-02-20,I AM,False,0.0,0
False,,[99],1616181,de,Im Umkreis des Paradieses,"In Caazapá, the “city of magic and legends”, two Paraguayan students are searching for happiness, gold and a magic bird. Their European dropout neighbours are hoping for freedom, healing and salvation from Armageddon. Everything has its price.",0.042,/lTvLqNEb5wXsIt5zeaX9MkutTk4.jpg,2026-02-14,Around Paradise,False,0.0,0
False,,[18],1626731,en,Пикап,"Trying to complete a pickup-class assignment, a shy girl slips past her confident rivals and ends up on a rooftop smoking area where she finds a guy about to jump.",0.0418,,2026-02-20,Pickup,False,0.0,0
False,,"[27, 878, 14]",1495373,en,Friday's Chylde 3D,Friday's Chylde 3D,0.0487,,2026-02-13,Friday's Chylde 3D,False,0.0,0
False,,[80],1426106,es,Piedras Preciosas,Machado is harvesting grapes in France when he is asked to carry out a tricky mission: to steal an emerald back home in Colombia. A tale full of swindles that swings elegantly between bourgeois greed and the rigours of doing what needs to be done.,0.0416,,2026-02-17,Gemstones,False,0.0,0
False,,[16],1318328,fr,L’Ourse et L’oiseau,"Up north, the leaves on the trees are turning colour, winter is just around the corner. The bear and her friend, the bird, are still romping about the hills near the forest, but it is getting time for her to retire for hibernation. When the moment has come, she longingly thinks of the bird which has by now flown far south. She decides to travel the world to follow it. A film adventure for all ages.",0.0416,/zekwclen9HXLRjUEh9qSYxLgBOT.jpg,2026-02-18,The Bear and the Bird,False,0.0,0
False,/oCeE3BXpCjX0U2fqrxoYR5dzEIv.jpg,"[18, 35]",1625993,en,Kiss Me,"Desperate for affection, Hazel unravels while grappling with the lack of intimacy and fulfillment in her life.",0.0412,/nOsaXNQG6n6WnBQBdmzCA6eFACA.jpg,2026-02-14,Kiss Me,False,0.0,0
False,,[53],1629671,ta,Casanova - Chapter Zero,"Sachin, a young delivery partner, accepts a high-paying order from a mysterious app called Cash-Nova, only to find himself trapped in a deadly game when the parcel goes missing. Pulled into the violent world of an unseen and feared crime figure known as “Casanova,” Sachin faces interrogation, fear, and shocking revelations as the truth behind the delivery slowly unfolds. Casanova is a tense crime thriller that builds toward a powerful twist, challenging perceptions of power, identity, and control.",0.0411,/TZ8RUhIxDgVGMbsVLJy6SZZnEm.jpg,2026-02-14,Casanova - Chapter Zero,False,0.0,0
False,/tHKzfBkautFuQ7ZSrPO7m8Hiblw.jpg,"[10749, 18]",1629202,en,Love Notes,A couple diagnoses and dissects their relationship through thoughts and notes.,0.0404,/gvwHZwYXstqZzALUbIRiY1BMnK9.jpg,2026-02-14,Love Notes,False,0.0,0
False,,[18],1627968,en,Hold Me Close,"A recently widowed woman is given the chance to bring her husband back to life, but with the condition that she's not allowed to touch him ever again.",0.0404,/w4Vhp5Fg4eiUnbQ83NVsfWPWIie.jpg,2026-02-28,Hold Me Close,False,0.0,0
False,,[99],1626328,en,Panther Pat,"In 1970, Patricia Palinkas became the first woman to play professional football. Panther Pat traces this high-stakes moment in sports history and the shattering of the gender barrier in America’s game.",0.0404,,2026-02-20,Panther Pat,False,0.0,0
False,,[18],1626302,en,Jonathan,"After years of war, Nyawel, a South Sudanese woman living in Kenya, travels back to her hometown in search of her missing son and mother. On the long bus journey, she meets others with broken ties. As the landscape slips by, so does time, will she find them, or is everything already lost?",0.0404,,2026-02-20,Jonathan,False,0.0,0
False,,[],1626294,en,Clarities,An ominous chain text spreads across the world as Earth’s first hotel rocketship prepares for launch.,0.0404,,2026-02-19,Clarities,False,0.0,0
False,,[99],1614849,en,One Queer Day In Hackney,"More than ever LGBTQI+ lives are under pressure and threat from the media and society, queer venues are disappearing, queer her/history is not being recorded. So this was a chance to record the everyday life that we and others don’t see, of what its like to be queer and live in Hackney, how we exist and support each other, the challenges and ways the community comes together, to cover working, creativity, expression, housing, mobility, ageing, support, love, all in one day as a snap shot of life, to show its diversity, and not just the more visible members, but the everyday people and a glimpse into their daily routine.",0.0404,/phoxjB1mXm2bQxTMFSVmsxF1Y0t.jpg,2026-02-22,One Queer Day In Hackney,False,0.0,0
False,,[99],1626579,en,We’ve Lost Dale Earnhardt: 25 Years Later,"Told through exclusive first-person accounts, rare home video, archival broadcast footage and cinematic storytelling, this documentary revisits the death of seven-time NASCAR champion Dale Earnhardt and examins the profound ripple effects that continue to shape the sport and its culture 25 years later.",0.0402,,2026-02-12,We’ve Lost Dale Earnhardt: 25 Years Later,False,0.0,0
False,,"[27, 878]",890216,es,Pacífico,A group of young travelers is stranded on an island in the Pacific where they struggle to escape an evil presence that has been kept hidden from mankind for centuries.,0.0398,,2026-02-13,Pacífico,False,0.0,0
False,,[99],1618196,en,The Bulldogs,"Following a catastrophic train derailment, The Bulldogs follows the residents of a small rural community in East Palestine, Ohio, as they navigate an uncertain path to recovery.",0.0389,/5faOcuKhkIHZ9bNimlByZYrOvaG.jpg,2026-02-23,The Bulldogs,False,0.0,0
False,,[37],1615276,kk,Торғауыт,"A film about outlaws that breaks the rules of storytelling. A secretive man arrives at the airport—he has a job interview with the leader of a criminal syndicate. He decides to protect the gangster against the threat of a mysterious woman and her child, who want him dead. Violence is inevitable, but it manifests in enigmatic ways.",0.0389,/mqUm0GU1MT5ZEKv7MZxrWlDAvaA.jpg,2026-02-11,Turgaud,False,0.0,0
False,,[37],1615276,kk,Торғауыт,"A film about outlaws that breaks the rules of storytelling. A secretive man arrives at the airport—he has a job interview with the leader of a criminal syndicate. He decides to protect the gangster against the threat of a mysterious woman and her child, who want him dead. Violence is inevitable, but it manifests in enigmatic ways.",0.0461,/mqUm0GU1MT5ZEKv7MZxrWlDAvaA.jpg,2026-02-11,Turgaud,False,0.0,0
False,,[16],1614767,de,Love Your Nails!,"Cheekily inverted gender roles, history revisited, empowerment. The weapons here: long fingernails and AI counterimages that serve to expand the visual canon of imagined collectives. Things never archived become visible and culturally imaginable.",0.0297,,2026-02-19,Love Your Nails!,False,0.0,0
False,,"[10749, 35]",1602422,en,Kai nesitiki,"Two middle-agers – a dreamy fisherman and an emotionally guarded architect — are lured into five dates by their scheming adult children, only to discover through a series of awkward situations that it’s never too late to fall in love.",0.1039,/c9FmpglQzhTITuDO1k1IjPKVEPi.jpg,2026-02-20,"Love, Eventually",False,0.0,0
False,,[],1607330,en,Diana & Minerva,"Ancient myth keeps Diana and Minerva apart, until this film brings them together in the unlikely setting of a pink kitchen in an '80s Mexican villa. Reimagined as two contemporary women, they speak through fragmentary voice mails that blur personal pain, natural-world anxieties and the erosion of civility. With its hybrid language of observation, visual collage and dream logic, the film invents a myth inside an intimate, hyper-feminine domestic space charged with quiet, growing tension.",0.0363,/26q2U6lt1wx0mJgn1EEfjCZ0eVD.jpg,2026-02-19,Diana & Minerva,False,0.0,0
False,/qM28uc1xWoMGvmD43tTKp4y41j7.jpg,"[27, 10749]",1489733,en,Love’s Haunting,"As romance blossoms, two creatures explore an old house, curiously watched by its inhabitants.",0.0865,/hc7lHqBldlkcmUTLQl58aRrt7qS.jpg,2026-02-14,Love’s Haunting,False,0.0,0
False,,[],1428977,th,รอด / ตาย,,0.0286,/2T4NXaRGKnoGQAGYwwSnPk3GfEL.jpg,2026-02-19,Survive or Die ?,False,0.0,0
False,/yYj65xXzFugkzUsDMeCwsg6cIaQ.jpg,"[99, 10402]",1628108,pt,"Pela primeira vez, em toda a minha vida",,0.2073,/5qdnF2a8bNGQwEQroFObRgd5PVW.jpg,2026-02-12,"Pela primeira vez, em toda a minha vida",False,0.0,0
False,,"[99, 10749]",1622815,en,_____ in Paris,"We lived a secret life, hidden from your husband--a romance of furtive meetings and a future eternally postponed. We stole a week to be together in France; I still could never film us directly, but in the textures and details of the city, I captured the tragic absences of our affair, infinite in the shadows, impossible in the open. Years later, I found these grainy old videotapes--faded like memory, feelings raw but transformed--and composed a love letter to who we once were, what we could’ve been.",0.0379,/An8uBrjCpeR8A4AXpBe7QBYAESc.jpg,2026-02-21,_____ in Paris,False,0.0,0
False,/y2s4navq8PF9k6c0q2cHtQRYtXU.jpg,"[10749, 18]",1622075,en,Practice Makes Perfect,"When best friends Rory and Lola arrive at Lola's crush's party, they don't expect anything to happen. Let alone for the crush to ask Lola if she wants to 'go somewhere quieter?'. Now panicking in a bathroom, Rory has to comfort Lola while pushing down growing feelings of her own.",0.052,/75EJkYqcgC81ZrAWNiyQGR0DBr8.jpg,2026-02-14,Practice Makes Perfect,False,0.0,0
False,,[],1626364,en,Keepsake,"A year after her father’s passing, Saira tries to connect with her mom and brother but struggles as they seem to have moved on without her by starting a Pakistani Drama podcast.",0.0264,/zkxB7iznPw0xVA26wzOnFDNDUPA.jpg,2026-02-20,Keepsake,False,0.0,0
False,,[],1624961,en,No Ordinary Heist,"Inspired by an extraordinary true story. In heavily policed, post conflict Belfast, two Northern Bank workers become pawns when a dangerous gang use tiger-kidnapping in an unorthodox, brilliant bank heist.",0.0264,/cBqHIZaO20LLZVILGPobl4YCipC.jpg,2026-02-22,No Ordinary Heist,False,0.0,0
False,/pdooTGCmaz7wB2GBzCj6rF0Dg8c.jpg,[],1577622,ja,NJPW The New Beginning USA 2026,"The New Beginning USA 2026 was a professional wrestling pay-per-view promoted by New Japan Pro-Wrestling (NJPW) that took place on February 27, 2026, at the Cure Insurance Arena in Trenton, New Jersey, USA.",0.0503,/8DcrKmly79bwGMKxWlshfRwGqnZ.jpg,2026-02-27,NJPW The New Beginning USA 2026,False,0.0,0
False,,[18],1616163,fa,Roya,"Roya, an Iranian teacher imprisoned for her political beliefs, is faced with a choice: make a forced televised confession, or remain confined to her three-square-metre cell.",0.0363,/7IKIoG779ccLIybosCl8HbFsIhy.jpg,2026-02-14,Roya,False,0.0,0
False,/1YtyMOybEDc5XWagoUMm5a4p514.jpg,"[18, 53]",1608582,cs,Ne tak docela,"On a Friday night, Kuba introduces his new acquaintance, Honza, to his longtime friend, Vašek. An ordinary evening at a pub is disrupted by the arrival of a stranger named Emily, who happens to join their group. Everything suddenly changes when Honza, driven by his interest in the newcomer, asks Kuba behind Vašek’s back to help him slip a drug into her drink. Kuba is forced to choose between loyalty to his old friend, the desire not to fall short in Honza's eyes, and his own moral principles, as the fate of the unsuspecting Emily suddenly rests in his hands.",0.332,/cVhAi8ckb2NrkAswyoM7OJYQvj5.jpg,2026-02-13,Not Exactly,False,0.0,0
False,/msp43GJ2zUtTZlcUfUUQ8sGOTdB.jpg,"[18, 10749]",1588227,en,Somewhere Between,"Kaveen and Liya navigating love, connection, and the moments that shape their relationship. As their bond grows, they discover what lies somewhere between companionship and vulnerability.",0.0256,/c4bCuUBVzQwdcjgTwSpyGVWXUU9.jpg,2026-02-14,Somewhere Between,False,0.0,0
False,/4NBX18TLZEVnKoODI4WdQoaMoX4.jpg,[18],1626336,en,Avenoir,An exploration of what it is to be lost in today’s world and how to be okay with where you are.,0.0261,/p4f8xtOEK417IEvQ34C5QWvXuPL.jpg,2026-02-22,Avenoir,False,0.0,0
False,,[99],1616794,en,The Moths & the Flame,"In Pahokee, Florida, the myth of the absent Black father is contradicted every day: housework, children’s birthdays, neighbourhood, care. In vignettes brimming with solidarity, Contento traces out his protagonists’ self-confidence. Calm and attentive.",0.0505,,2026-02-15,The Moths & the Flame,False,0.0,0
False,,[18],1616146,de,"The lights, They Fall",Sixteen-year-old Ilay drifts through the summer on the outskirts of Berlin while a palliative nurse accompanies his ailing mother during her last days.,0.0362,,2026-02-14,"The lights, They Fall",False,0.0,0
False,/61fLsMe8ZZcjlxJFnGCPA8zx3zy.jpg,"[10749, 18, 14, 53]",1614549,en,A Beautiful Breakup,"Based on some true events, a couple’s final breakup getaway — planned as a peaceful, mutual farewell — takes an unexpected turn when an unseen presence within an isolated estate quietly reshapes their journey, drawing buried feelings into the open and challenging everything they believed about endings and letting go.",0.0505,/uT9CylypVbq7yw7zV4wotkItihV.jpg,2026-02-13,A Beautiful Breakup,False,0.0,0
False,,"[18, 9648]",1552642,es,Crónica de una Falsa Autostop,"In a desperate attempt to save their relationship, Fernanda and Nico begin a role-playing game during a road trip, which gradually blurs the line between game and reality.",0.1679,/r3W2tqizbFfmOjbmHdX0a7Vs9Xu.jpg,2026-02-12,Chronicle of a False Hitchhike,False,0.0,0
False,,[18],1318818,bg,Lust,"With formal rigour and subtly playing with genre, body and soul, this story of knots and liberation follows Lilian, who is as inscrutable as her desires, constrained by a pact of celibacy. When her father dies, she returns to the place of her past.",0.084,,2026-02-16,Lust,False,0.0,0
False,,[99],1616911,en,A Circle as the Center of the Whole,"The city of Delhi is a site of constant excavation, formed by fragments of what is left behind. Archaeology becomes method and metaphor, revealing an absence in the ground around which the city forms.",0.0357,/q0m1Ha5gtS6r510HAcEoDNUTaQG.jpg,2026-02-15,A Circle as the Center of the Whole,False,0.0,0
False,,"[35, 10402]",1616861,es,Everything Else Is Noise,"In Mexico, Tere, a musician-composer, opens her home to a TV interview with a friend, as topics meander and new voices drift in. An absurdist comical chamber piece, it skewers art-world hypocrisy, mocks pretension, and celebrates a singular womanly bond.",0.0286,,2026-02-14,Everything Else Is Noise,False,0.0,0
False,,[],1614353,ja,NJPW New Japan Cup 2026 - Day 1,"The opening night of New Japan Cup 2026 took place on March 4, 2026, at Korakuen Hall in Tokyo, Japan, marking the start of New Japan Pro-Wrestling (NJPW)’s annual single-elimination tournament and featured four first-round matches.",0.0286,/wisce2kXi3EJR83fRKtISGFA3F9.jpg,2026-03-04,NJPW New Japan Cup 2026 - Day 1,False,0.0,0
False,,[99],1521017,en,Eight Bridges,"Shots of 8 bridges from the continental United States - the Golden Gate Bridge from Sausalito, California; the Rio Grande Gorge Bridge from Arroyo Hondo, New Mexico; the Edmund Pettus Bridge from Selma, Alabama; the Seven Mile Bridge from Little Duck Key, Florida; the George Washington Bridge from Fort Lee, New Jersey; the Dubuque-Wisconsin Bridge from Dubuque, Iowa; the High Bridge from Valley City, North Dakota; the Astoria-Megler Bridge from Astoria, Oregon.",0.0898,,2026-02-18,Eight Bridges,False,0.0,0
False,,[],1626734,en,DEAD GRANDMA,Grandma died at the worst possible moment.,0.0411,/9WCErQIOLTSWOeuKkjpe9NMrdB8.jpg,2026-02-20,DEAD GRANDMA,False,0.0,0
False,,[99],1625091,nl,Bal of beest?,10-year-old Lars explores his identity through his various hobbies.,0.0589,/zWKBBI7RhLgpAijoKldjCh2ZMDr.jpg,2026-02-14,Ball or Beast?,False,0.0,0
False,/8MYJtalYoMF1yHj2hTJPfSQRNke.jpg,[18],1616892,fa,Cesarean Weekend,"The mood in the summer villa in northern Iran, near the Caspian Sea, is exuberant. Milad and Armin gather with friends for a weekend shaped by effortless closeness. The news that Bita is pregnant by Milad adds to the fragility of their relationship. The next morning, the hosts’ fathers arrive, each carrying their own fractures",0.0495,/kcH1WsKssGmuEKYQzqZAHpBM9g3.jpg,2026-02-14,Cesarean Weekend,False,0.0,0
False,/bjiNe2qE1JfdEkRZSoVETZyoXuz.jpg,[18],1599764,de,London,"Bobby drives back and forth between Vienna and Salzburg, giving lifts to strangers on the way, sharing conversations that drift from the mundane to the deeply personal. In this tender portrait of today’s Europe, anonymity and warmth still go hand in hand.",0.2393,/b8roCU4yP7AGSFTO6VrOi42MaaA.jpg,2026-02-16,London,False,0.0,0
False,,[16],1616185,xx,Hotel Oblique,"A budgie finds itself in a luxurious wellness hotel that promises stressed birds peace and relaxation. But between the lulling sound of the fountains and soothing massages, it longs only to return to the safety of its cage.",0.0588,,2026-02-17,Hotel Oblique,False,0.0,0
False,/5SfaEAoDuJXq8hBRxvWA3pW20om.jpg,[27],1571460,en,Informed Engaged Safe,Gears turn. A ghost is born from the spark… into a city driven mad by a parasite.,0.0453,/zgMOh5EmLgTRnWR4EQdUb5LiNHh.jpg,2026-03-01,Informed Engaged Safe,False,0.0,0
False,,"[18, 10752]",1628647,tt,Кара урман,"The film is based on real events. Standartenführer Fleischmann faces a crucial task. To solve it, he needs a poet who is on death row in a Berlin prison. As the film progresses, an unexpected connection between the ""death house"" in Berlin and post-war Nuremberg is revealed. For the first time, viewers are treated to a unique report from beneath the scaffold at Nuremberg. For the first time, the execution scene of major war criminals is recreated in cinema.",0.0398,/1MYWdWMlME77UYLAkQlOkV9L19F.jpg,2026-02-12,Black Forest,False,0.0,0
False,,[],1626362,en,Pack,A young werewolf tries to befriend a group of werewolf hunters while keeping their identity hidden.,0.0311,/wtBFag37PF7P8sFa6JabpboZj6z.jpg,2026-02-20,Pack,False,0.0,0
False,,[99],1623053,et,KARP,Architect Raine Karp has designed some of the most monumental buildings in Estonia. Yet he himself says that he does not shape cityscapes or create art — he simply solves problems. This film takes the viewer on a journey into Raine’s world of ideas and his creative process.,0.0393,,2026-02-18,KARP,False,0.0,0
False,,[99],1618205,en,Under The Rainbow: The Curious Crimes Of The Ruby Slippers,"When the original Ruby Slippers from The Wizard of Oz are stolen from a small-town museum in Minnesota, a maze of clues and calamities unfolds—colliding the heartland with Hollywood and big-time crime",0.0553,/ptg4UWvh8b9yBux6LmCmqMOpLqJ.jpg,2026-02-22,Under The Rainbow: The Curious Crimes Of The Ruby Slippers,False,0.0,0
False,,[18],1622571,ru,Унция жизни,,0.0453,/a0BkVqPNxaml1NqMQ0XWhwZsv89.jpg,2026-02-12,An Ounce of Life,False,0.0,0
False,,[18],1616197,es,Allá en el cielo,"In the outskirts of Lima, eleven-year-old Chito cares for the carrier pigeons used in his brother’s drug trade. After violence shatters his childhood, grief and a fragile gesture of humanity open the possibility of another destiny.",0.0563,/euyXv5b9MLGorqlKZco0UuAvNPA.jpg,2026-02-17,Nobody Knows the World,False,0.0,0
False,,[99],1614597,en,A Woman's Place Is Everywhere,"After the death of their mother, twin sisters face eviction from the loft that has been their home for more than three decades.",0.0923,,2026-02-14,A Woman's Place Is Everywhere,False,0.0,0
False,,[],1607197,en,The Tale of the Pathetic Winner,Defeat has never been so fascinating when you’ve known victory.,0.0214,,2026-03-01,The Tale of the Pathetic Winner,False,0.0,0
False,/x3pMAZgomLOgesFHvHOIUOTesgM.jpg,"[99, 12]",1582705,sv,Same mot same,"A unique legal battle between indigenous peoples unfolds on film: Two Sami groups face each other in court, locked in an insoluble conflict that has its roots in the state's forced displacements over a hundred years ago.  How can one agree on a future when the past is lived so differently? Over a hundred years ago, the state forced Northern Sami to move into Southern Sami territory. Today, their descendants are fighting in court for land, reindeer herding, and the right to be Sami. The film shows how state actions continue to divide a people, and how the past continues to shape their future.",0.0535,/urrprBFuvj7s2DJFP4VpPEGdlLK.jpg,2026-02-13,Sámi vs. Sámi,False,0.0,0
False,/oo9nvbZ1syJulRMTjOW9Vzd1qTO.jpg,[99],1499609,pt,La Vie de Maria Manuela,"A fearless young artist, Maria Manuela refuses to conform. Filmed over the course of four years by her closest friend, we follow her journey of self-discovery, creativity, and the ups and downs of finding her place in the world.",0.0712,/5TyPMGPfmG9WhTzT2MWNVKSBgyU.jpg,2026-02-12,La Vie de Maria Manuela,False,0.0,0
False,/aDn2T7EHZUOv8mdL0uzlOb63IFY.jpg,"[28, 35]",1630020,en,Love Hurts,"After kidnapping a Valentine’s Day icon, local mob boss Frank Deeno learns the hard way that love hurts like hell.",0.2457,/cVt3GtDuLHKD2AMJWtD1OY6Pqwq.jpg,2026-02-14,Love Hurts,False,0.0,0
False,,"[14, 18]",1629375,en,The Trail,A troubled man embarks on a brief odyssey through his own mind.,0.0336,/7pjRfPuBlTYwDjulLuoCf25fPj0.jpg,2026-02-14,The Trail,False,0.0,0
False,,"[35, 10402]",1628326,es,Chiquita Movida,,0.0281,,2026-02-17,Chiquita Movida,False,0.0,0
False,,[],1626732,en,Paul’s Portrait,Paul has a physical disability: he’s paralyzed from the neck down. He cares about helping others and works on digital accessibility.,0.0286,,2026-02-20,Paul’s Portrait,False,0.0,0
False,,[99],1626319,en,The Unseen life of British Mammals,Currently in production.,0.0214,,2026-02-11,The Unseen life of British Mammals,False,0.0,0
False,/mmHosyeMQOhKI8hE6sGYynHLIww.jpg,[],1622769,es,Raqs Luuluu,,0.0286,/yvHvr7df7THx5NDWTfDtDpu3qL6.jpg,2026-02-14,Raqs Luuluu,False,0.0,0
False,,[],1622286,nl,Meer ku'j d'r niet van maek'n,"In the early 1990s, a joke in a Dutch pub in Tuk unexpectedly grew into a nationwide hit. Mannenkoor Karrespoor suddenly found itself on major stages, on television, and on the radio. For the down-to-earth men from the Kop van Overijssel, it was a strange new world—one they tried to navigate while keeping both feet firmly on the ground. When money and success enter the picture, the men face a dilemma: how do you make sure that a joke that spiraled out of control is still something to look back on fondly 35 years later?  The film weaves together rich archival footage with the present day, as the choir members reflect on their extraordinary journey at their regular table in Café De Karre. The viewer joins Mannenkoor Karrespoor and follows them as they write a new song for the first time since the 1990s and prepare for their anniversary show.",0.0453,/1c0yqhuRWAVqRVeLZ9MJgmCPj3V.jpg,2026-02-10,Meer ku'j d'r niet van maek'n,False,0.0,0
False,,[99],1617145,en,Spectacular by Comparison,"In Park City, Utah a group of independent filmmakers attend a shoestring film festival and experience the oft-regular disillusionment of the low budget film world. However, they enter the orbit of the one man running the show and decide to come back the following year to help and change what was a beautiful disaster the year before.",0.0357,/Ab75r56TEhxU4TIRJGcFSXiQlVa.jpg,2026-02-28,Spectacular by Comparison,False,0.0,0
False,/5uNNclxRCPNu1flJAgjYg3D9geu.jpg,[99],1616782,de,Was an Empfindsamkeit bleibt,"Soberly and with restraint, the director reconstructs the attempted femicide she survived fourteen years before. Intense conversations with people from her past provide an external perspective on an act subjectively and objectively impossible to grasp.",0.0538,/aakotTbMNs8K150cIuOJYgDZOzW.jpg,2026-02-15,"Sometimes, I Imagine Them All at a Party",False,0.0,0
False,/are4AbIiIlvsnJdJosr35G1Q97a.jpg,[16],1599749,et,ÖÖmõtted,"When a boy has trouble falling asleep at night, he begins to ponder his place in the world. If the Earth is just a small marble flying through space, and he is only one child among many, what is the meaning of his existence?",0.0214,/lXrkFDjUXoVmQfHyYkaVAeNcj7c.jpg,2026-02-17,A Serious Thought,False,0.0,0
False,/rGpGwTCCeyiAcXL0O4SVbo73RiS.jpg,[18],1487813,en,Albatross,"During a photo shoot, two women confront childhood memories, trauma and sexuality, unraveling the darkness within each other.",0.0214,/vN0YdmLunpESK3iDAx6B4GSLeLN.jpg,2026-02-22,Albatross,False,0.0,0
False,,"[99, 18, 10402]",1290137,en,"Rocket Fuel 001: If You Try and Fall, I'll Save You","The first in a planned trilogy of short films from director Elijah Winfield, Rocket Fuel 001 is a lo-fi, freeform odyssey through the art of connectivity, coping with lost love and an ongoing struggle with sense of self by means of vivid, stark-colored imagery and a soundscape heavily induced with breakbeat instrumentals.",0.0357,/eYHuqFjdFSAV5thGRQxHfJD6O2L.jpg,2026-02-16,"Rocket Fuel 001: If You Try and Fall, I'll Save You",False,0.0,0
False,,[99],1616881,en,Crocodile,"In Nigeria, the young art-collective The Critics, armed with makeshift gear, conjures homemade sci-fi spectacles, chronicling their reality while blasting into wild imagined worlds.",0.0352,,2026-02-13,Crocodile,False,0.0,0
False,/AaadZrOam4uNwFl6lwjlrJGPTRF.jpg,[35],1625394,en,3 Cigarettes,A woman has a strange encounter when she asks a stranger for a lighter.,0.051,/sfETPW3vcmp9kaNS9O5Z1sD6LWI.jpg,2026-02-14,3 Cigarettes,False,0.0,0
False,,[],1628459,ja,NJPW Presents CMLL Fantastica Mania 2026 - Day 6,"The sixth night of Fantastica Mania 2026 was a professional wrestling event co-produced by Japanese promotion New Japan Pro Wrestling (NJPW) and Mexican promotion Consejo Mundial De Lucha Libre (CMLL) that took place on February 26, 2026 at Korakuen Hall in Tokyo, Japan.",0.0261,/KMWj09kWysgS758CaJVpu2rXPX.jpg,2026-02-26,NJPW Presents CMLL Fantastica Mania 2026 - Day 6,False,0.0,0
False,,[10402],1628293,de,Powerwolf: Wildlive (Live at Olympiahalle),"Powerwolf are back - louder, more epic and more impressive than ever before!  Recorded at the breathtaking final concert of the Wolfsnächte Tour 2024 in Munich's sold-out Olympiahalle, WILDLIVE is far more than just another live recording - it's a grandiose, cinematic experience full of fire, emotion and boundless creativity.",0.0404,/8Q8TgPPrx4QqJadbyHKdOvceHTq.jpg,2026-02-13,Powerwolf: Wildlive (Live at Olympiahalle),False,0.0,0
False,,[],1626342,en,Auras,an experimental self portrait,0.0143,,2026-02-20,Auras,False,0.0,0
False,,[99],1626326,en,Maya Hilwa,"Sixty-year-old beggar Qisma wants to end her life. But her dog, Bobby, is holding her back.",0.0143,,2026-02-20,SWEET WATER,False,0.0,0
False,,[18],1626299,en,It Means Hope,"An encounter between two women—one forced to appear in a confession video, and the other, a member of the video crew.",0.0143,,2026-02-20,It Means Hope,False,0.0,0
